50,m,8983,206,457,491 
51,m,8983,206,456,496 
25,s,3210,208,578,284 
1,m,3259,207,486,272 
2,m,3276,999,999,287 
2,m,3276,207,487,281 
3,m,3308,207,489,276 
3,m,3341,207,486,287 
4,m,3358,207,507,277 
5,m,3390,207,497,284 
25,s,911,212,631,498 
1,m,894,213,500,502 
2,m,878,213,484,484 
2,m,845,213,558,490 
3,m,829,213,466,489 
3,m,829,999,999,489 
4,m,829,213,460,489 
5,m,812,213,460,489 
5,m,812,212,460,489 
6,m,812,999,999,489 
6,m,812,999,999,489 
7,m,812,211,459,489 
8,m,796,211,461,488 
8,m,796,211,460,488 
9,m,796,211,460,488 
9,m,796,210,461,488 
10,m,796,210,460,488 
11,m,796,210,461,488 
11,m,780,210,461,488 
12,m,780,999,999,488 
12,m,780,999,999,488 
13,m,780,209,461,488 
14,m,780,209,461,488 
14,m,780,209,461,488 
15,m,780,208,460,488 
15,m,780,208,460,488 
16,m,780,208,460,488 
17,m,780,208,459,488 
17,m,763,208,459,488 
18,m,763,208,460,488 
18,m,763,208,460,488 
19,m,763,207,458,488 
20,m,763,207,458,488 
20,m,763,999,999,488 
21,m,763,207,459,488 
21,m,763,207,459,488 
22,m,763,207,460,488 
23,m,747,207,459,488 
23,m,747,207,459,488 
24,m,747,207,460,488 
24,m,747,206,458,488 
25,m,747,206,458,488 
26,m,747,999,999,488 
26,m,747,206,458,488 
27,m,747,206,458,488 
27,m,747,206,457,488 
28,m,747,206,457,488 
29,m,747,206,458,487 
29,m,730,206,458,488 
30,m,747,206,458,488 
30,m,730,206,458,487 
31,m,730,206,458,487 
31,m,730,206,458,487 
32,m,730,206,458,487 
33,m,730,206,458,487 
33,m,730,206,457,487 
34,m,730,206,457,487 
34,m,730,205,457,487 
35,m,730,206,457,487 
36,m,730,205,456,487 
36,m,730,206,457,487 
37,m,730,205,457,487 
37,m,730,206,457,487 
38,m,714,999,999,487 
39,m,714,206,457,487 
39,m,714,206,457,487 
40,m,714,999,999,487 
40,m,714,206,457,487 
41,m,714,206,457,487 
42,m,714,205,456,487 
42,m,714,206,458,487 
43,m,714,206,458,487 
43,m,714,205,457,487 
44,m,714,999,999,487 
45,m,714,999,999,487 
45,m,714,205,457,487 
46,m,714,205,457,486 
46,m,697,205,457,486 
47,m,714,205,456,486 
48,m,714,205,457,486 
48,m,697,205,457,486 
49,m,697,205,457,486 
49,m,697,205,457,486 
50,m,697,205,457,486 
51,m,697,205,457,486 
51,m,697,205,457,486 
52,m,697,205,457,486 
52,m,697,205,457,486 
53,m,697,999,999,486 
54,m,697,205,457,486 
54,m,697,205,456,486 
55,m,697,205,457,486 
55,m,697,205,457,486 
56,m,697,205,457,486 
56,m,681,205,457,486 
57,m,681,205,457,486 
58,m,681,205,457,486 
58,m,681,999,999,486 
59,m,681,205,457,486 
59,m,681,999,999,486 
1,h,681,205,456,486 
1,h,681,999,999,486 
1,h,681,205,456,486 
1,h,681,205,456,485 
1,h,681,205,456,486 
1,h,681,205,456,485 
1,h,681,205,456,486 
1,h,681,205,456,485 
1,h,681,205,455,485 
1,h,681,205,455,485 
1,h,681,205,456,486 
1,h,681,205,456,485 
1,h,681,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,681,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,455,485 
1,h,665,205,454,485 
1,h,665,205,455,485 
1,h,648,204,454,485 
1,h,648,205,454,484 
1,h,648,205,454,485 
1,h,648,205,454,485 
1,h,648,205,454,485 
1,h,648,205,454,484 
1,h,648,204,453,484 
1,h,648,204,453,484 
1,h,648,204,454,484 
1,h,648,205,455,484 
1,h,648,205,454,484 
1,h,648,205,454,484 
1,h,648,205,454,484 
1,h,648,205,454,484 
1,h,648,205,454,484 
1,h,648,204,453,484 
1,h,648,204,453,484 
1,h,648,204,453,484 
1,h,632,205,454,484 
1,h,632,204,453,484 
1,h,632,204,453,484 
1,h,632,205,454,484 
1,h,632,205,454,484 
1,h,632,205,454,484 
1,h,632,204,453,484 
1,h,632,204,453,484 
1,h,632,205,454,484 
1,h,632,204,453,484 
1,h,632,204,453,484 
1,h,632,204,453,484 
1,h,632,999,999,484 
1,h,632,205,454,484 
1,h,632,204,453,484 
1,h,632,204,453,484 
1,h,615,204,452,483 
1,h,632,204,453,483 
1,h,615,204,453,483 
1,h,615,204,453,483 
1,h,615,999,999,483 
1,h,615,205,453,483 
1,h,615,204,452,483 
1,h,615,999,999,483 
1,h,615,204,453,483 
1,h,615,204,453,483 
1,h,615,205,454,483 
1,h,615,204,453,483 
1,h,615,204,453,483 
1,h,615,204,452,483 
1,h,615,204,453,483 
1,h,599,204,453,483 
1,h,599,204,453,483 
1,h,599,204,453,483 
1,h,599,204,453,483 
1,h,599,999,999,483 
1,h,599,204,452,483 
1,h,599,204,452,483 
1,h,599,204,452,483 
1,h,599,204,453,482 
1,h,599,204,453,482 
1,h,599,204,453,482 
1,h,599,204,453,482 
1,h,599,204,453,482 
1,h,599,999,999,482 
1,h,583,204,452,483 
1,h,583,204,452,482 
1,h,583,204,452,482 
1,h,583,204,452,482 
1,h,583,204,452,482 
1,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,999,999,482 
2,h,583,999,999,482 
2,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,204,452,482 
2,h,583,999,999,482 
2,h,583,204,452,482 
2,h,566,999,999,482 
2,h,566,204,452,482 
2,h,566,204,452,482 
2,h,566,204,452,482 
2,h,566,204,453,482 
2,h,566,204,452,481 
2,h,566,204,453,482 
2,h,566,204,452,482 
2,h,566,999,999,481 
2,h,566,999,999,481 
2,h,566,999,999,481 
2,h,566,204,452,481 
2,h,566,204,452,481 
2,h,566,999,999,481 
2,h,566,204,452,481 
2,h,566,204,452,481 
2,h,566,204,452,481 
2,h,566,204,452,481 
2,h,566,999,999,481 
2,h,550,999,999,481 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,550,999,999,481 
2,h,550,999,999,481 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,550,204,452,480 
2,h,550,204,452,480 
2,h,550,204,452,481 
2,h,550,204,452,481 
2,h,533,204,452,480 
2,h,550,204,452,481 
2,h,533,999,999,480 
2,h,533,203,451,481 
2,h,533,204,452,480 
2,h,533,204,451,480 
2,h,533,204,452,480 
2,h,533,203,451,480 
2,h,533,204,452,480 
2,h,533,204,452,480 
2,h,533,204,452,480 
2,h,533,999,999,480 
2,h,533,203,451,480 
2,h,533,999,999,480 
2,h,533,204,452,480 
2,h,533,203,451,480 
2,h,533,203,451,480 
2,h,533,203,451,480 
2,h,533,203,450,480 
2,h,517,203,451,480 
2,h,517,203,451,480 
2,h,517,204,452,480 
2,h,517,204,452,480 
2,h,517,204,452,480 
2,h,517,203,451,480 
2,h,517,203,450,480 
2,h,517,999,999,480 
2,h,517,203,451,480 
2,h,517,999,999,479 
2,h,517,203,451,479 
2,h,501,203,451,479 
2,h,501,203,451,479 
2,h,501,999,999,479 
2,h,501,203,451,479 
2,h,517,203,451,479 
2,h,517,203,451,479 
2,h,501,203,450,479 
2,h,501,203,451,479 
2,h,501,203,450,479 
2,h,501,203,451,479 
2,h,501,203,451,479 
2,h,501,203,450,479 
2,h,501,203,451,479 
2,h,501,203,451,479 
2,h,501,203,450,479 
2,h,501,203,451,479 
2,h,501,203,451,479 
2,h,501,203,451,479 
2,h,484,999,999,479 
2,h,484,203,451,479 
2,h,501,203,451,479 
2,h,501,203,450,479 
2,h,484,203,451,479 
2,h,484,999,999,479 
2,h,484,203,451,479 
2,h,484,203,451,479 
2,h,484,203,451,479 
3,h,484,203,451,479 
3,h,484,203,451,479 
3,h,484,203,451,479 
3,h,484,999,999,479 
3,h,484,203,451,479 
3,h,484,203,451,479 
3,h,484,203,451,478 
3,h,484,203,451,478 
3,h,484,999,999,478 
3,h,484,203,451,478 
3,h,484,999,999,478 
3,h,484,203,451,478 
3,h,484,203,451,478 
3,h,484,203,450,478 
3,h,468,203,451,478 
3,h,484,203,451,478 
3,h,468,203,451,478 
3,h,468,203,450,478 
3,h,468,203,451,478 
3,h,468,203,451,478 
3,h,468,203,451,478 
3,h,468,203,451,478 
3,h,468,203,451,478 
3,h,468,203,450,478 
3,h,468,203,451,478 
3,h,468,203,450,478 
3,h,468,203,450,478 
3,h,468,203,450,478 
3,h,468,203,450,478 
3,h,468,203,450,478 
3,h,468,999,999,478 
3,h,468,203,450,478 
3,h,468,203,450,478 
3,h,468,999,999,478 
3,h,452,202,449,478 
3,h,452,202,450,478 
3,h,452,203,450,478 
3,h,452,202,450,478 
3,h,452,203,451,477 
3,h,452,202,450,478 
3,h,452,202,450,478 
3,h,452,202,449,478 
3,h,452,999,999,478 
3,h,452,999,999,478 
3,h,452,999,999,478 
3,h,452,999,999,478 
3,h,452,999,999,478 
3,h,452,202,449,478 
3,h,452,202,449,478 
3,h,452,202,449,477 
3,h,452,202,449,477 
3,h,452,202,450,477 
3,h,452,202,449,477 
3,h,452,999,999,477 
3,h,435,999,999,477 
3,h,452,202,449,477 
3,h,452,999,999,477 
3,h,452,999,999,477 
3,h,452,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,999,999,477 
3,h,435,202,450,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,202,450,477 
3,h,435,202,449,477 
3,h,435,202,449,477 
3,h,435,999,999,477 
3,h,435,202,449,477 
3,h,435,202,450,477 
3,h,419,202,449,477 
3,h,419,202,449,477 
3,h,419,202,449,477 
3,h,419,202,449,476 
3,h,419,999,999,476 
3,h,419,999,999,476 
3,h,419,999,999,477 
3,h,419,202,450,476 
3,h,419,202,449,477 
3,h,419,202,449,476 
3,h,419,202,449,476 
3,h,419,202,449,476 
3,h,419,202,449,476 
3,h,419,202,449,476 
3,h,419,202,449,476 
3,h,419,999,999,476 
3,h,419,201,448,476 
3,h,419,201,448,476 
3,h,419,999,999,476 
3,h,402,202,449,476 
3,h,402,999,999,476 
3,h,402,201,448,476 
3,h,402,202,449,476 
4,h,402,201,448,476 
4,h,402,201,448,476 
4,h,402,999,999,476 
4,h,402,202,449,476 
4,h,402,201,448,476 
4,h,402,999,999,476 
4,h,402,202,449,476 
4,h,402,999,999,476 
4,h,402,999,999,476 
4,h,402,202,449,476 
4,h,402,999,999,476 
4,h,402,202,449,476 
4,h,402,201,448,476 
4,h,402,201,447,476 
4,h,402,202,449,476 
4,h,402,202,449,476 
4,h,402,202,449,476 
4,h,402,202,449,476 
4,h,402,999,999,476 
4,h,402,201,448,476 
4,h,402,202,449,476 
4,h,402,999,999,476 
4,h,402,999,999,476 
4,h,386,999,999,476 
4,h,402,999,999,475 
4,h,402,999,999,475 
4,h,402,201,449,476 
4,h,402,999,999,475 
4,h,386,201,448,475 
4,h,386,201,448,476 
4,h,386,201,449,475 
4,h,386,201,448,475 
4,h,386,201,449,475 
4,h,386,201,449,475 
4,h,386,201,449,475 
4,h,386,999,999,475 
4,h,386,201,448,475 
4,h,386,201,448,475 
4,h,386,999,999,475 
4,h,386,999,999,475 
4,h,386,999,999,475 
4,h,386,999,999,475 
4,h,386,999,999,475 
4,h,386,201,449,475 
4,h,386,999,999,475 
4,h,386,201,448,475 
4,h,386,999,999,475 
4,h,386,201,448,475 
4,h,386,201,448,475 
4,h,386,201,449,475 
4,h,370,201,449,475 
4,h,386,201,449,475 
4,h,386,999,999,475 
4,h,370,201,449,475 
4,h,370,999,999,475 
4,h,370,999,999,475 
4,h,370,201,448,475 
4,h,370,201,448,475 
4,h,370,999,999,475 
4,h,370,999,999,475 
4,h,370,999,999,474 
4,h,370,999,999,474 
4,h,370,201,448,475 
4,h,370,201,448,474 
4,h,370,201,448,475 
4,h,370,999,999,475 
4,h,370,999,999,474 
4,h,370,999,999,474 
4,h,370,201,447,474 
4,h,370,201,448,474 
4,h,370,999,999,475 
4,h,370,999,999,474 
4,h,370,999,999,474 
4,h,370,201,448,474 
4,h,370,999,999,474 
4,h,353,999,999,474 
4,h,370,999,999,474 
4,h,370,201,449,474 
4,h,353,999,999,474 
4,h,353,999,999,474 
4,h,353,999,999,474 
4,h,353,999,999,474 
4,h,353,201,448,474 
